StateAbbr,PlaceName,PlaceFIPS,Population2010,CASTHMA_CrudePrev,CASTHMA_Crude95CI,CASTHMA_AdjPrev,CASTHMA_Adj95CI,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI,Geolocation,UseForStateMap_GEO_ID,UseForStateMap_StateNumber,UseForStateMap_StateName,UseForStateMap_CityName
CA,Santa Rosa,"670098","167,815","9.4","( 9.3,  9.5)","9.4","( 9.3,  9.5)","33.6","(33.3, 33.8)","33.9","(33.7, 34.2)","(38.44644231020, -122.706005935)",0400000US06,"6",California,Whittier
CA,Simi Valley,"672016","124,237","8.9","( 8.8,  9.0)","8.8","( 8.7,  8.9)","33.8","(33.6, 34.1)","33.5","(33.3, 33.8)","(34.26624628570, -118.748980462)",0400000US06,"6",California,Whittier
CA,South Gate,"673080","94,396","9.1","( 8.9,  9.3)","9","( 8.8,  9.2)","37.8","(37.4, 38.1)","37.2","(36.9, 37.6)","(33.94473226640, -118.192550525)",0400000US06,"6",California,Whittier
CA,Stockton,"675000","291,707","9.5","( 9.4,  9.5)","9.4","( 9.3,  9.4)","37.6","(37.4, 37.7)","37.6","(37.5, 37.8)","(37.97663226790, -121.311121669)",0400000US06,"6",California,Whittier
CA,Sunnyvale,"677000","140,081","7","( 7.0,  7.1)","7.1","( 7.1,  7.2)","31.1","(30.8, 31.4)","30.4","(30.2, 30.7)","(37.38344165660, -122.025624324)",0400000US06,"6",California,Whittier
CA,Temecula,"678120","100,097","8.6","( 8.5,  8.7)","8.5","( 8.4,  8.6)","37.1","(36.8, 37.5)","36.4","(36.1, 36.7)","(33.50299808840, -117.122390280)",0400000US06,"6",California,Whittier
CA,Thousand Oaks,"678582","126,683","8.6","( 8.5,  8.7)","8.6","( 8.5,  8.7)","31.8","(31.5, 32.1)","32.2","(31.9, 32.5)","(34.19177456550, -118.874888411)",0400000US06,"6",California,Whittier
CA,Torrance,"680000","145,438","7.7","( 7.6,  7.7)","7.7","( 7.6,  7.8)","34.4","(34.2, 34.6)","34.6","(34.4, 34.9)","(33.83459854640, -118.341641983)",0400000US06,"6",California,Whittier
CA,Tracy,"680238","82,922","9","( 8.9,  9.1)","8.9","( 8.8,  9.0)","35.6","(35.3, 35.9)","34.7","(34.5, 35.0)","(37.72432773750, -121.444621463)",0400000US06,"6",California,Whittier
CA,Turlock,"680812","68,549","9.6","( 9.4,  9.7)","9.5","( 9.4,  9.7)","35.1","(34.7, 35.6)","35.4","(35.0, 35.8)","(37.50521582710, -120.858762412)",0400000US06,"6",California,Whittier
CA,Tustin,"680854","75,540","8","( 7.9,  8.1)","8","( 7.8,  8.1)","33","(32.6, 33.3)","32.2","(31.9, 32.6)","(33.73085203260, -117.810730968)",0400000US06,"6",California,Whittier
CA,Union City,"681204","69,516","7.5","( 7.4,  7.6)","7.4","( 7.3,  7.5)","36.5","(36.2, 36.9)","36.3","(35.9, 36.7)","(37.60283908120, -122.018966106)",0400000US06,"6",California,Whittier
CA,Upland,"681344","73,732","8.6","( 8.5,  8.7)","8.5","( 8.4,  8.6)","36.6","(36.4, 36.9)","36.8","(36.5, 37.1)","(34.11784457010, -117.660290062)",0400000US06,"6",California,Whittier
CA,Vacaville,"681554","92,428","9.6","( 9.5,  9.7)","9.5","( 9.4,  9.6)","36.2","(35.9, 36.5)","35.9","(35.5, 36.2)","(38.35972350630, -121.969030460)",0400000US06,"6",California,Whittier
CA,Vallejo,"681666","115,942","9.5","( 9.4,  9.6)","9.4","( 9.3,  9.5)","38.8","(38.6, 39.0)","38.9","(38.7, 39.1)","(38.11353292470, -122.235518478)",0400000US06,"6",California,Whittier
CA,Victorville,"682590","115,903","9.7","( 9.6,  9.8)","9.6","( 9.5,  9.8)","40.7","(40.4, 41.0)","40.3","(40.0, 40.6)","(34.52776911030, -117.353855136)",0400000US06,"6",California,Whittier
CA,Visalia,"682954","124,442","9.3","( 9.1,  9.4)","9.2","( 9.1,  9.3)","32.8","(32.4, 33.1)","32.7","(32.4, 33.0)","(36.32706231570, -119.325273214)",0400000US06,"6",California,Whittier
CA,Vista,"682996","93,834","9.1","( 8.9,  9.2)","9","( 8.9,  9.1)","34.5","(34.2, 34.7)","34.3","(34.0, 34.6)","(33.18954819780, -117.238607217)",0400000US06,"6",California,Whittier
CA,West Covina,"684200","106,098","7.8","( 7.7,  7.9)","7.8","( 7.7,  7.9)","36.1","(35.9, 36.4)","36.3","(36.0, 36.5)","(34.05544151740, -117.911282060)",0400000US06,"6",California,Whittier
CA,Westminster,"684550","89,701","7.7","( 7.6,  7.8)","7.7","( 7.6,  7.8)","35.9","(35.6, 36.2)","36.2","(35.9, 36.5)","(33.75215237690, -117.993760054)",0400000US06,"6",California,Whittier
CA,Whittier,"685292","85,331","8.4","( 8.3,  8.5)","8.3","( 8.2,  8.4)","34.3","(34.0, 34.5)","34.4","(34.1, 34.6)","(33.96782555960, -118.018796341)",0400000US06,"6",California,Whittier
CO,Arvada,"803455","106,433","9.4","( 9.3,  9.5)","9.4","( 9.3,  9.5)","26.8","(26.5, 27.0)","26.9","(26.7, 27.2)","(39.83082632930, -105.146327974)",0400000US08,"8",Colorado,Westminster
CO,Aurora,"804000","325,078","9.6","( 9.5,  9.6)","9.5","( 9.4,  9.5)","31.8","(31.7, 31.9)","31.3","(31.2, 31.4)","(39.70915947810, -104.726526621)",0400000US08,"8",Colorado,Westminster
CO,Boulder,"807850","97,385","9.1","( 8.9,  9.3)","8.7","( 8.6,  8.8)","24.2","(23.7, 24.6)","24.5","(24.1, 24.8)","(40.02755104940, -105.251517760)",0400000US08,"8",Colorado,Westminster
CO,Centennial,"812815","100,377","8.5","( 8.4,  8.6)","8.4","( 8.3,  8.5)","26.7","(26.4, 27.0)","26.6","(26.3, 26.9)","(39.59287207300, -104.867986891)",0400000US08,"8",Colorado,Westminster
CO,Colorado Springs,"816000","416,427","10","( 9.9, 10.0)","9.9","( 9.8,  9.9)","30.3","(30.1, 30.4)","30.2","(30.1, 30.4)","(38.86727480770, -104.760664479)",0400000US08,"8",Colorado,Westminster
CO,Denver,"820000","600,158","9.4","( 9.3,  9.4)","9.3","( 9.3,  9.4)","28.4","(28.3, 28.5)","28.2","(28.0, 28.3)","(39.76202837430, -104.876365322)",0400000US08,"8",Colorado,Westminster
CO,Fort Collins,"827425","143,986","9.4","( 9.3,  9.5)","9.1","( 9.0,  9.2)","26.6","(26.3, 26.9)","26.7","(26.5, 27.0)","(40.54877589240, -105.065904872)",0400000US08,"8",Colorado,Westminster
CO,Greeley,"832155","92,889","9.7","( 9.5,  9.8)","9.5","( 9.3,  9.6)","29.1","(28.8, 29.4)","29.6","(29.3, 29.8)","(40.41413695210, -104.771170982)",0400000US08,"8",Colorado,Westminster
CO,Lakewood,"843000","142,980","9.4","( 9.3,  9.5)","9.3","( 9.2,  9.4)","27.1","(26.9, 27.3)","27.4","(27.2, 27.6)","(39.69767344620, -105.116965444)",0400000US08,"8",Colorado,Westminster
CO,Longmont,"845970","86,270","9.1","( 8.9,  9.2)","9","( 8.9,  9.2)","26","(25.7, 26.3)","25.8","(25.5, 26.1)","(40.16951647080, -105.101951060)",0400000US08,"8",Colorado,Westminster
CO,Loveland,"846465","66,859","9.3","( 9.1,  9.5)","9.3","( 9.2,  9.5)","26.7","(26.3, 27.0)","27","(26.6, 27.3)","(40.41656937580, -105.061758435)",0400000US08,"8",Colorado,Westminster
CO,Pueblo,"862000","106,595","9.7","( 9.6,  9.7)","9.7","( 9.6,  9.8)","34.2","(34.0, 34.4)","35.1","(34.8, 35.3)","(38.27339572510, -104.612001218)",0400000US08,"8",Colorado,Westminster
CO,Thornton,"877290","118,772","9.8","( 9.7,  9.9)","9.7","( 9.6,  9.8)","31.5","(31.3, 31.8)","30.6","(30.4, 30.9)","(39.91939941880, -104.944956758)",0400000US08,"8",Colorado,Westminster
CO,Westminster,"883835","106,114","9.5","( 9.4,  9.6)","9.4","( 9.3,  9.5)","29.1","(28.8, 29.4)","28.7","(28.4, 28.9)","(39.88385114750, -105.062645316)",0400000US08,"8",Colorado,Westminster
CT,Bridgeport,"908000","144,229","11","(10.9, 11.1)","10.9","(10.8, 11.0)","40.2","(40.0, 40.4)","40.1","(39.9, 40.3)","(41.19280542330, -73.1960546940)",0400000US09,"9",Connecticut,Waterbury
CT,Danbury,"918430","80,893","9.9","( 9.7, 10.0)","9.8","( 9.7, 10.0)","36","(35.6, 36.3)","35.7","(35.3, 36.1)","(41.40158986060, -73.4709386820)",0400000US09,"9",Connecticut,Waterbury
CT,Hartford,"937000","124,775","11.9","(11.8, 12.0)","11.7","(11.6, 11.9)","40.9","(40.6, 41.1)","41","(40.8, 41.2)","(41.76607064190, -72.6834012389)",0400000US09,"9",Connecticut,Waterbury
CT,New Britain,"950370","73,206","10.9","(10.8, 11.1)","10.8","(10.7, 11.0)","36.8","(36.6, 37.1)","37.3","(37.1, 37.6)","(41.67592265400, -72.7861630705)",0400000US09,"9",Connecticut,Waterbury
CT,New Haven,"952000","129,779","11.8","(11.6, 11.9)","11.7","(11.6, 11.8)","40.5","(40.2, 40.8)","40.8","(40.6, 41.0)","(41.31138693920, -72.9247595793)",0400000US09,"9",Connecticut,Waterbury
CT,Norwalk,"955990","85,603","9.5","( 9.3,  9.6)","9.5","( 9.4,  9.6)","35","(34.7, 35.2)","34.7","(34.4, 35.0)","(41.11756316820, -73.4224513123)",0400000US09,"9",Connecticut,Waterbury
CT,Stamford,"973000","122,643","9.2","( 9.1,  9.2)","9.2","( 9.1,  9.3)","34.6","(34.3, 34.9)","34.5","(34.2, 34.7)","(41.10491450130, -73.5589363142)",0400000US09,"9",Connecticut,Waterbury
CT,Waterbury,"980000","110,366","11.9","(11.8, 12.1)","11.9","(11.8, 12.0)","40.3","(40.1, 40.5)","40.6","(40.4, 40.8)","(41.55824432660, -73.0361298320)",0400000US09,"9",Connecticut,Waterbury
DE,Wilmington,"1077580","70,851","12","(11.8, 12.2)","12","(11.8, 12.2)","43.1","(42.8, 43.5)","43.1","(42.8, 43.4)","(39.74127482270, -75.5418960925)",0400000US10,"10",Deleware,Wilmington
DC,Washington,"1150000","601,723","10","( 9.9, 10.0)","9.9","( 9.8,  9.9)","36.4","(36.3, 36.6)","36.7","(36.6, 36.9)","(38.90992414260, -77.0147205666)",0400000US11,"11",District of Columbia,Washington
FL,Boca Raton,"1207300","84,392","7.6","( 7.5,  7.7)","7.7","( 7.6,  7.7)","34.5","(34.2, 34.8)","36.1","(35.8, 36.5)","(26.37490127150, -80.1078208861)",0400000US12,"12",Florida,West Palm Beach
FL,Boynton Beach,"1207875","68,217","8.7","( 8.6,  8.9)","9","( 8.8,  9.1)","39.9","(39.6, 40.2)","41.5","(41.2, 41.8)","(26.52798180520, -80.0814660417)",0400000US12,"12",Florida,West Palm Beach
FL,Cape Coral,"1210275","154,305","8.2","( 8.1,  8.3)","8.2","( 8.1,  8.3)","33.3","(33.0, 33.5)","33.9","(33.6, 34.1)","(26.64485449930, -81.9931108298)",0400000US12,"12",Florida,West Palm Beach
FL,Clearwater,"1212875","107,685","8.6","( 8.6,  8.7)","8.8","( 8.7,  8.8)","38.2","(38.0, 38.5)","39.5","(39.2, 39.8)","(27.98059979190, -82.7544099135)",0400000US12,"12",Florida,West Palm Beach
FL,Coral Springs,"1214400","121,096","8.4","( 8.3,  8.5)","8.3","( 8.2,  8.3)","36.6","(36.3, 36.8)","36","(35.7, 36.2)","(26.27017001580, -80.2592221493)",0400000US12,"12",Florida,West Palm Beach
FL,Davie,"1216475","91,992","8.1","( 8.0,  8.2)","8","( 7.9,  8.1)","35.3","(35.0, 35.6)","35.1","(34.8, 35.4)","(26.07893407780, -80.2869750311)",0400000US12,"12",Florida,West Palm Beach
FL,Deerfield Beach,"1216725","75,018","9","( 8.9,  9.1)","9.2","( 9.1,  9.3)","37","(36.7, 37.4)","38.5","(38.2, 38.8)","(26.30499664130, -80.1277706584)",0400000US12,"12",Florida,West Palm Beach
FL,Deltona,"1217200","85,182","8.9","( 8.8,  9.0)","8.9","( 8.8,  9.0)","38.1","(37.8, 38.4)","38.2","(37.9, 38.5)","(28.90506004800, -81.2134269839)",0400000US12,"12",Florida,West Palm Beach
FL,Fort Lauderdale,"1224000","165,521","8.8","( 8.7,  8.9)","8.8","( 8.7,  8.9)","37.4","(37.2, 37.6)","37.7","(37.5, 38.0)","(26.14182051740, -80.1471225502)",0400000US12,"12",Florida,West Palm Beach
FL,Gainesville,"1225175","124,354","9.1","( 8.9,  9.2)","8.7","( 8.6,  8.8)","37","(36.6, 37.4)","38.5","(38.1, 38.7)","(29.68170274310, -82.3452782660)",0400000US12,"12",Florida,West Palm Beach
FL,Hialeah,"1230000","224,669","7.1","( 7.0,  7.2)","7.2","( 7.1,  7.3)","33.9","(33.7, 34.1)","34.7","(34.5, 34.9)","(25.86962694800, -80.3045294666)",0400000US12,"12",Florida,West Palm Beach
FL,Hollywood,"1232000","140,768","8.4","( 8.3,  8.5)","8.5","( 8.4,  8.5)","36.9","(36.7, 37.1)","37.1","(36.9, 37.4)","(26.02870257030, -80.1683976059)",0400000US12,"12",Florida,West Palm Beach
FL,Jacksonville,"1235000","821,784","9.4","( 9.4,  9.5)","9.4","( 9.3,  9.4)","38.2","(38.1, 38.3)","38.1","(38.0, 38.2)","(30.33198201390, -81.6752266207)",0400000US12,"12",Florida,West Palm Beach
FL,Lakeland,"1238250","97,422","9.1","( 9.0,  9.2)","9.2","( 9.1,  9.3)","35","(34.7, 35.2)","36.7","(36.5, 37.0)","(28.05584826640, -81.9539536462)",0400000US12,"12",Florida,West Palm Beach
FL,Largo,"1239425","77,648","8.7","( 8.6,  8.8)","8.9","( 8.8,  9.0)","37.7","(37.4, 38.0)","39.8","(39.5, 40.1)","(27.90909077340, -82.7714203383)",0400000US12,"12",Florida,West Palm Beach
FL,Lauderhill,"1239550","66,887","10.9","(10.7, 11.1)","10.9","(10.7, 11.1)","44.3","(43.9, 44.7)","44.7","(44.3, 45.1)","(26.16055841870, -80.2241278263)",0400000US12,"12",Florida,West Palm Beach
FL,Melbourne,"1243975","76,068","8.5","( 8.4,  8.6)","8.6","( 8.5,  8.7)","35.3","(35.0, 35.7)","36.6","(36.3, 37.0)","(28.11588057820, -80.6508814613)",0400000US12,"12",Florida,West Palm Beach
FL,Miami,"1245000","399,457","7.6","( 7.5,  7.7)","7.6","( 7.6,  7.7)","34.8","(34.7, 35.0)","35.2","(35.0, 35.3)","(25.78229589700, -80.2215647762)",0400000US12,"12",Florida,West Palm Beach
FL,Miami Beach,"1245025","87,779","6.8","( 6.7,  6.9)","6.8","( 6.8,  6.9)","31.2","(30.9, 31.5)","31.1","(30.8, 31.4)","(25.81671016140, -80.1341952652)",0400000US12,"12",Florida,West Palm Beach
FL,Miami Gardens,"1245060","107,167","10","( 9.9, 10.2)","9.9","( 9.7, 10.1)","41.2","(40.9, 41.5)","41.3","(41.0, 41.7)","(25.94326338710, -80.2425332162)",0400000US12,"12",Florida,West Palm Beach
FL,Miramar,"1245975","122,041","8.7","( 8.6,  8.9)","8.6","( 8.5,  8.7)","39.9","(39.6, 40.2)","38.9","(38.6, 39.3)","(25.97732882330, -80.3357316003)",0400000US12,"12",Florida,West Palm Beach
FL,Orlando,"1253000","238,300","8.8","( 8.8,  8.9)","8.8","( 8.7,  8.8)","37.6","(37.4, 37.8)","37.1","(37.0, 37.3)","(28.48006467710, -81.3452411179)",0400000US12,"12",Florida,West Palm Beach
FL,Palm Bay,"1254000","103,190","8.8","( 8.7,  9.0)","8.9","( 8.7,  9.0)","37.4","(37.0, 37.7)","37.9","(37.5, 38.2)","(27.98382552490, -80.6666722846)",0400000US12,"12",Florida,West Palm Beach
FL,Palm Coast,"1254200","75,180","8.6","( 8.5,  8.7)","8.8","( 8.7,  8.9)","34.5","(34.2, 34.9)","36.2","(35.8, 36.5)","(29.54055909760, -81.2508206143)",0400000US12,"12",Florida,West Palm Beach
FL,Pembroke Pines,"1255775","154,750","7.9","( 7.8,  8.0)","7.9","( 7.9,  8.0)","35.8","(35.5, 36.0)","36.1","(35.9, 36.3)","(26.01273875340, -80.3384522664)",0400000US12,"12",Florida,West Palm Beach
FL,Plantation,"1257425","84,955","8.2","( 8.1,  8.3)","8.2","( 8.1,  8.3)","35.4","(35.1, 35.7)","35.5","(35.1, 35.8)","(26.12598539230, -80.2616762465)",0400000US12,"12",Florida,West Palm Beach
FL,Pompano Beach,"1258050","99,845","9.1","( 8.9,  9.2)","9.2","( 9.1,  9.3)","38.1","(37.8, 38.4)","39.3","(39.0, 39.6)","(26.24283356990, -80.1312451610)",0400000US12,"12",Florida,West Palm Beach
FL,Port St. Lucie,"1258715","164,603","8.6","( 8.5,  8.7)","8.7","( 8.5,  8.8)","37","(36.7, 37.3)","37.6","(37.2, 37.9)","(27.28086803080, -80.3832154574)",0400000US12,"12",Florida,West Palm Beach
FL,St. Petersburg,"1263000","244,769","9","( 8.9,  9.0)","9","( 8.9,  9.1)","39.8","(39.6, 40.0)","40.3","(40.1, 40.5)","(27.79289497100, -82.6650743239)",0400000US12,"12",Florida,West Palm Beach
FL,Sunrise,"1269700","84,439","8.8","( 8.7,  8.9)","8.9","( 8.8,  9.0)","38.1","(37.8, 38.4)","38.5","(38.3, 38.8)","(26.15468783030, -80.2998411020)",0400000US12,"12",Florida,West Palm Beach
FL,Tallahassee,"1270600","181,376","9.4","( 9.3,  9.5)","8.9","( 8.8,  8.9)","34","(33.7, 34.3)","34.2","(34.0, 34.5)","(30.45489512110, -84.2526459938)",0400000US12,"12",Florida,West Palm Beach
FL,Tampa,"1271000","335,709","8.9","( 8.9,  9.0)","8.8","( 8.8,  8.9)","35.6","(35.4, 35.7)","35.5","(35.4, 35.7)","(27.99619804100, -82.4450349799)",0400000US12,"12",Florida,West Palm Beach
FL,West Palm Beach,"1276600","99,919","8.7","( 8.6,  8.8)","8.7","( 8.6,  8.8)","40.6","(40.3, 40.8)","41.3","(41.0, 41.5)","(26.74787146550, -80.1337397544)",0400000US12,"12",Florida,West Palm Beach
GA,Albany,"1301052","77,434","11.3","(11.1, 11.5)","11.1","(10.9, 11.3)","47.1","(46.7, 47.5)","47.5","(47.1, 47.9)","(31.57760367660, -84.1763240815)",0400000US13,"13",Georgia,Warner Robins
GA,Athens,"1303440","115,452","9.8","( 9.7, 10.0)","9.5","( 9.4,  9.6)","37.3","(36.9, 37.8)","38.6","(38.3, 38.8)","(33.95081706830, -83.3689417445)",0400000US13,"13",Georgia,Warner Robins
GA,Atlanta,"1304000","420,003","9.4","( 9.3,  9.5)","9.3","( 9.3,  9.4)","38.4","(38.2, 38.5)","38.3","(38.1, 38.4)","(33.76265246830, -84.4231419055)",0400000US13,"13",Georgia,Warner Robins
GA,Augusta,"1304204","195,844","10.3","(10.2, 10.4)","10.2","(10.1, 10.3)","42.5","(42.3, 42.8)","42.8","(42.5, 43.0)","(33.36445615270, -82.0708396775)",0400000US13,"13",Georgia,Warner Robins
GA,Columbus,"1319000","189,885","10","( 9.9, 10.1)","9.9","( 9.9, 10.0)","41.4","(41.2, 41.6)","41.6","(41.3, 41.8)","(32.50996148520, -84.8770410586)",0400000US13,"13",Georgia,Warner Robins
GA,Johns Creek,"1342425","76,728","7.2","( 7.1,  7.3)","7.1","( 7.0,  7.2)","33.3","(33.0, 33.8)","32.1","(31.8, 32.5)","(34.03329919980, -84.2027195506)",0400000US13,"13",Georgia,Warner Robins
GA,Macon,"1349000","91,351","11.2","(11.1, 11.4)","11.2","(11.0, 11.3)","43.6","(43.3, 43.9)","44.1","(43.8, 44.4)","(32.83204176920, -83.6495823768)",0400000US13,"13",Georgia,Warner Robins
GA,Roswell,"1367284","88,346","7.9","( 7.7,  8.0)","7.8","( 7.7,  7.9)","32.7","(32.3, 33.1)","32.2","(31.9, 32.6)","(34.03913845830, -84.3512225277)",0400000US13,"13",Georgia,Warner Robins
GA,Sandy Springs,"1368516","93,853","8","( 7.9,  8.1)","8","( 7.9,  8.1)","33.4","(33.1, 33.7)","32.8","(32.5, 33.2)","(33.93666698670, -84.3703197084)",0400000US13,"13",Georgia,Warner Robins
GA,Savannah,"1369000","136,286","10","( 9.9, 10.1)","9.9","( 9.8, 10.0)","41.3","(41.0, 41.5)","41.9","(41.7, 42.1)","(32.02836151570, -81.1783435493)",0400000US13,"13",Georgia,Warner Robins
GA,Warner Robins,"1380508","66,588","9.8","( 9.7, 10.0)","9.8","( 9.6,  9.9)","39.1","(38.7, 39.5)","38.7","(38.3, 39.1)","(32.59851136090, -83.6530271267)",0400000US13,"13",Georgia,Warner Robins
HI,Honolulu,"15003","953,207","8.8","( 8.8,  8.9)","8.9","( 8.9,  8.9)","46.9","(46.8, 47.0)","47.4","(47.3, 47.5)","(21.45880393050, -157.973296737)",0400000US15,"15",Hawaii,Honolulu
ID,Boise City,"1608830","205,671","9.3","( 9.2,  9.4)","9.3","( 9.2,  9.3)","27.8","(27.5, 28.1)","27.8","(27.5, 28.0)","(43.59843438970, -116.230885189)",0400000US16,"16",Idaho,Nampa
ID,Meridian,"1652120","75,092","9.3","( 9.0,  9.5)","9.3","( 9.0,  9.5)","28.1","(27.5, 28.7)","27.5","(26.9, 28.1)","(43.61851953830, -116.397584870)",0400000US16,"16",Idaho,Nampa
ID,Nampa,"1656260","81,557","10.2","(10.0, 10.4)","10.2","(10.0, 10.3)","32.9","(32.5, 33.4)","32.9","(32.5, 33.3)","(43.58293156810, -116.564145085)",0400000US16,"16",Idaho,Nampa
IL,Arlington Heights,"1702154","75,101","7.8","( 7.7,  7.9)","7.9","( 7.8,  8.0)","29.3","(28.9, 29.6)","29.9","(29.6, 30.2)","(42.09562334200, -87.9825627457)",0400000US17,"17",Illinois,Waukegan
IL,Aurora,"1703012","197,899","9.1","( 9.0,  9.2)","9.1","( 9.0,  9.2)","35","(34.7, 35.2)","34","(33.8, 34.3)","(41.76377508370, -88.2900949057)",0400000US17,"17",Illinois,Waukegan
IL,Bloomington,"1706613","76,610","9.3","( 9.2,  9.4)","9.2","( 9.1,  9.4)","33.4","(33.0, 33.8)","33.1","(32.7, 33.5)","(40.47567783660, -88.9700813515)",0400000US17,"17",Illinois,Waukegan
IL,Bolingbrook,"1707133","73,366","9.1","( 9.0,  9.2)","9","( 8.9,  9.1)","34.6","(34.3, 34.9)","33.6","(33.3, 33.9)","(41.69116539080, -88.1011218035)",0400000US17,"17",Illinois,Waukegan
IL,Champaign,"1712385","81,055","9.5","( 9.3,  9.7)","9","( 8.9,  9.2)","30.4","(29.7, 31.0)","30.6","(30.2, 31.0)","(40.11510513610, -88.2729845986)",0400000US17,"17",Illinois,Waukegan
IL,Chicago,"1714000","2,695,598","9.2","( 9.1,  9.2)","9.1","( 9.1,  9.2)","36","(35.9, 36.0)","35.9","(35.8, 35.9)","(41.83729506150, -87.6862308732)",0400000US17,"17",Illinois,Waukegan
IL,Cicero,"1714351","83,891","8.4","( 8.3,  8.6)","8.4","( 8.2,  8.6)","36.3","(35.9, 36.6)","35.6","(35.2, 35.9)","(41.84453914300, -87.7592873023)",0400000US17,"17",Illinois,Waukegan
IL,Decatur,"1718823","76,122","10.6","(10.5, 10.7)","10.7","(10.6, 10.8)","34.3","(34.0, 34.6)","35.5","(35.2, 35.8)","(39.85558226450, -88.9336983421)",0400000US17,"17",Illinois,Waukegan
IL,Elgin,"1723074","108,188","8.8","( 8.7,  9.0)","8.8","( 8.7,  8.9)","34.4","(34.1, 34.7)","33.9","(33.6, 34.2)","(42.03854024720, -88.3224947104)",0400000US17,"17",Illinois,Waukegan
IL,Evanston,"1724582","74,486","8.3","( 8.2,  8.5)","8.3","( 8.1,  8.4)","31.1","(30.7, 31.5)","31.4","(31.1, 31.8)","(42.04630996490, -87.6940348773)",0400000US17,"17",Illinois,Waukegan
IL,Joliet,"1738570","147,433","9.8","( 9.7,  9.9)","9.8","( 9.7,  9.9)","34.8","(34.6, 35.1)","34.2","(34.0, 34.4)","(41.52063900370, -88.1507097756)",0400000US17,"17",Illinois,Waukegan
IL,Naperville,"1751622","141,853","8.1","( 8.0,  8.2)","8","( 7.9,  8.1)","30.1","(29.8, 30.4)","29.5","(29.3, 29.8)","(41.74820011450, -88.1657705099)",0400000US17,"17",Illinois,Waukegan
IL,Palatine,"1757225","68,557","7.9","( 7.8,  8.1)","7.9","( 7.8,  8.0)","31.3","(30.9, 31.6)","30.8","(30.4, 31.2)","(42.11806636950, -88.0429898820)",0400000US17,"17",Illinois,Waukegan
IL,Peoria,"1759000","115,007","10.3","(10.2, 10.4)","10.3","(10.2, 10.4)","33.7","(33.4, 34.0)","34.2","(33.9, 34.5)","(40.75156841460, -89.6152554580)",0400000US17,"17",Illinois,Waukegan
IL,Rockford,"1765000","152,871","10.4","(10.3, 10.4)","10.4","(10.3, 10.5)","38.8","(38.6, 39.0)","39.3","(39.1, 39.5)","(42.26331800150, -89.0625958362)",0400000US17,"17",Illinois,Waukegan
IL,Schaumburg,"1768003","74,227","7.7","( 7.6,  7.8)","7.7","( 7.6,  7.8)","31.7","(31.4, 32.0)","31.4","(31.1, 31.8)","(42.03054887550, -88.0838663543)",0400000US17,"17",Illinois,Waukegan
IL,Springfield,"1772000","116,250","10.1","(10.0, 10.2)","10.1","(10.0, 10.2)","34.2","(34.0, 34.5)","34.7","(34.4, 35.0)","(39.77164733220, -89.6540780049)",0400000US17,"17",Illinois,Waukegan
IL,Waukegan,"1779293","89,078","9.8","( 9.7,  9.9)","9.7","( 9.6,  9.8)","38.1","(37.8, 38.4)","37.5","(37.2, 37.8)","(42.37029555820, -87.8712595095)",0400000US17,"17",Illinois,Waukegan
IN,Bloomington,"1805860","80,405","10.3","(10.1, 10.6)","9.6","( 9.4,  9.7)","33","(32.4, 33.6)","33.8","(33.4, 34.3)","(39.16374582210, -86.5257124351)",0400000US18,"18",Indiana,South Bend
IN,Carmel,"1810342","79,191","8.5","( 8.4,  8.7)","8.5","( 8.4,  8.7)","29.8","(29.3, 30.3)","29.3","(28.9, 29.8)","(39.96584046130, -86.1461278461)",0400000US18,"18",Indiana,South Bend
IN,Evansville,"1822000","117,429","10.8","(10.7, 11.0)","10.8","(10.7, 11.0)","36.2","(36.0, 36.5)","36.9","(36.6, 37.1)","(37.98671580260, -87.5382707310)",0400000US18,"18",Indiana,South Bend
IN,Fishers,"1823278","76,794","8.8","( 8.6,  9.0)","8.7","( 8.6,  8.9)","31.3","(30.7, 31.9)","29.7","(29.1, 30.3)","(39.95876352630, -85.9693107020)",0400000US18,"18",Indiana,South Bend
IN,Fort Wayne,"1825000","253,691","10.6","(10.5, 10.7)","10.6","(10.5, 10.6)","32.8","(32.6, 32.9)","32.9","(32.8, 33.1)","(41.08849204170, -85.1435898792)",0400000US18,"18",Indiana,South Bend
IN,Gary,"1827000","80,294","12.6","(12.5, 12.8)","12.6","(12.5, 12.8)","48.1","(47.8, 48.4)","48.8","(48.5, 49.1)","(41.59047792390, -87.3472907397)",0400000US18,"18",Indiana,South Bend
IN,Hammond,"1831000","80,830","10.2","(10.1, 10.4)","10.2","(10.0, 10.3)","41.2","(40.9, 41.4)","41.1","(40.8, 41.4)","(41.61714428280, -87.4909551115)",0400000US18,"18",Indiana,South Bend
IN,Indianapolis,"1836003","820,445","11.3","(11.3, 11.4)","11.2","(11.2, 11.3)","36.4","(36.3, 36.5)","36.3","(36.2, 36.4)","(39.77712210750, -86.1457821520)",0400000US18,"18",Indiana,South Bend
IN,Lafayette,"1840788","67,140","10.4","(10.2, 10.5)","10.3","(10.1, 10.4)","34.3","(33.9, 34.7)","34.5","(34.1, 34.9)","(40.39942852850, -86.8617007404)",0400000US18,"18",Indiana,South Bend
